eth_address,eos_amount,status,transaction_hash
0x008275e46cd62b576899a4bac6c4bd8b0b50444f,102.227300000000000000,REQUESTED,
0x0193ef778e3b780eb982a5d5938f1b3bcd229674,165.669000000000000000,REQUESTED,
0x02a4cb8875616c1630d8fe557f859400c2c721c5,110.299700000000000000,REQUESTED,
0x03f47d5eb6af2f6a0621af6e362f9b76742b6335,348.610000000000000000,REQUESTED,
0x04c615ff54ba7c069267f24783b286850a21c0c1,110.212800000000000000,REQUESTED,
0x0601ebafb675c6ae86b26e4c0642ab1a299c946a,110.300000000000000000,REQUESTED,
0x07d94f363ca9151b6f5d2ed18ec1e51c5a86b53a,242.425700000000000000,REQUESTED,
0x08f7392245fb72550618752de8764f3adea6b039,101.936700000000000000,REQUESTED,
0x09178be4c2d2166536345260dfbe6b11184f6164,101.916000000000000000,REQUESTED,
0x09bd75165069147fc3456753a409f3159f249302,101.919200000000000000,REQUESTED,
0x09e62130aae53a04ac105115ae8ac059214d5e80,101.940000000000000000,REQUESTED,
0x0a4683ef22fc0b744488df626d869738507c4013,165.894100000000000000,REQUESTED,
0x0bfa9e1a5f262eeff7fff51b8830c968bc212f0b,102.295800000000000000,REQUESTED,
0x0d90baae3e012b698f3efa28c3fac0757849eea0,101.930000000000000000,REQUESTED,
0x0ea15218fd9a7152ffd104fc60dbc36461e86dfa,110.288200000000000000,REQUESTED,
0x0fc179ec8370145aea719d4417565ed7a4c5be65,110.156500000000000000,REQUESTED,
0x1187e958612ffc426d966eaf1646125a231fc386,110.209300000000000000,REQUESTED,
0x121d208ffd6d14719a164e62fd17b680a1607657,110.200000000000000000,REQUESTED,
0x12b63ed1e049abcf0891cef257384e67e8ea21d0,348.612100000000000000,REQUESTED,
0x1353e07711e7b540791267bc4521a5a970ebd177,175.776600000000000000,REQUESTED,
0x13dfcfd21710afee29afcb5fe29337491ea8bcbd,110.279100000000000000,REQUESTED,
0x15d3c2dd83637eb482166a3631246ba09662edf3,165.860000000000000000,REQUESTED,
0x1671a0002b24af786dc5f3ab644baa332c09da9b,165.753000000000000000,REQUESTED,
0x16a972cfd9ea0daa3418df9b241f817349dc8d71,102.276300000000000000,REQUESTED,
0x170e3972f0f00b59e5f693eb3dadff4ccf883677,348.580000000000000000,REQUESTED,
0x1726562671ab326e726bd2c27a8e5d7582e97f61,101.939100000000000000,REQUESTED,
0x17479f46c072bb45cf5b998635cb5b94d63caa3d,102.277400000000000000,REQUESTED,
0x183b65b52402b3a2e9f7b96ebfb46309dbc5a1c8,101.897000000000000000,REQUESTED,
0x1a3b7006cc69698a886fadcc6b8e0255d2215fd5,101.950000000000000000,REQUESTED,
0x1cb232475b637aed017828ac878b12a74ac77311,110.167500000000000000,REQUESTED,
0x1dfc534a95ed3d9c3a81786db09f6cbe16de8d32,102.236100000000000000,REQUESTED,
0x1fb7325a8cb6bd14cdfb9eb15f5f8d83a5f06a2c,165.844700000000000000,REQUESTED,
0x228835bdf697cbe8fc098b47b0dc8746e19e4e40,101.914800000000000000,REQUESTED,
0x23522418b26698376567a27a2b382d0f27a1ad07,165.666000000000000000,REQUESTED,
0x236c82df7d98ff1e7fe81ae69a95f9de73a9d2b9,165.734500000000000000,REQUESTED,
0x24af234ea68dad82f1ba822caa1c7ea2c3ae1c66,175.776600000000000000,REQUESTED,
0x2714a4f0c3984e2b9450b71100dbc7f3d4ca8653,348.606300000000000000,REQUESTED,
0x2815a3b05f045c48aef46095fd52748e1eaf0d20,101.898000000000000000,REQUESTED,
0x2878f4a6f67563aebadf0f7089c262713926b969,101.909100000000000000,REQUESTED,
0x2942ce389841f0cfb35a111e7a08c2af86d17532,165.682600000000000000,REQUESTED,
0x29d88fef02f611951c424ad4bdf157be3ff5a790,101.930700000000000000,REQUESTED,
0x2a5df59ee1a6f3e9a52bb7fca088434aa41ac337,165.613300000000000000,REQUESTED,
0x2c82984809fb568cb01012be7dc322fcf407065f,102.217000000000000000,REQUESTED,
0x2d228973ffb0c90b427bfcac34d2eeedb3775a09,165.622200000000000000,REQUESTED,
0x2e5ed02206b8a5062058461b840b6ec49dae37a4,101.939000000000000000,REQUESTED,
0x2e722ef4e4bca1b01012faf5dc5ddd2218988f90,175.786600000000000000,REQUESTED,
0x2ea2926459171c2459520496762f436bcebbb50e,101.922100000000000000,REQUESTED,
0x2fd9e01ebf46f5b67877aa0af8dfc76bd4493d1f,102.266000000000000000,REQUESTED,
0x308620bfb051441416aaa625b1ccaaaf02d3cc0a,102.286900000000000000,REQUESTED,
0x30aebcdcfdfa85418b406a4f3193e013e1e44f13,102.240000000000000000,REQUESTED,
0x3389d31f3ff6ee1d1c6258a1fa4f103f2e9950e0,110.234500000000000000,REQUESTED,
0x33f8ccd475d534e8193f95346dbab1f7148a8012,110.311000000000000000,REQUESTED,
0x345935b6dd9e536f6669a88894a64e4130e978e3,110.264900000000000000,REQUESTED,
0x34f9dbd09b869b7faf622ee7877feb8274e3f424,100.000000000000000000,REQUESTED,
0x350ae7cbc9fcbcf6d3c3577b35ea471ca6ead689,102.234000000000000000,REQUESTED,
0x35182f191200fafdb23e16bb0f52d09c6a233d8e,100.000000000000000000,REQUESTED,
0x3573c924729c4ada5ae2bddaaf0b383b5b7212d4,100.000000000000000000,REQUESTED,
0x35a1105649f8c655ca4f7c20273be1370db76b38,100.000000000000000000,REQUESTED,
0x35c7f99774f3082ce668292b369f2e40ed968aaf,100.000000000000000000,REQUESTED,
0x35f6a10bceace74f16dddf427379aadf1c41c08c,100.000000000000000000,REQUESTED,
0x361c78cfe215af9a626c8ae8d53e94fe512ab7d0,100.000000000000000000,REQUESTED,
0x364497d25815fbdd8e409a7c2842c30566f90e77,100.000000000000000000,REQUESTED,
0x3644e0c5dfdd6ce0807091b2f57091c9a575b088,100.000000000000000000,REQUESTED,
0x364b9d9fef8a47a9f4573726d73819085bedcb8a,100.000000000000000000,REQUESTED,
0x366fbfb4949f207dd05ece5295aa0bb47b65f865,100.000000000000000000,REQUESTED,
0x3677276022bb88548bc82c3c674a9496c93680de,100.000000000000000000,REQUESTED,
0x369713f6c226e56d69565978dfb14ef4991ae57f,100.000000000000000000,REQUESTED,
0x36b2afc965307839b914e230e1fffcc5bece819a,110.167500000000000000,REQUESTED,
0x36dafbd7e9a62a555f1a02f50645eac739553f83,100.000000000000000000,REQUESTED,
0x36e754a9f2640da26ee428681e71437677bc0c36,100.000000000000000000,REQUESTED,
0x37015c9a3326dd0cf8e3f399a3dc36c5d89ea41b,100.000000000000000000,REQUESTED,
0x3712aae79a6cbe767ecd0196460f1ed1fd03d3f0,100.000000000000000000,REQUESTED,
0x379bdc96a00b8471b1c4a2f9b05317bb76200f64,110.184000000000000000,REQUESTED,
0x38076a9fde00bd4ceaec0e2026bef062bbc8796f,101.917600000000000000,REQUESTED,
0x386e4a802d2cc10061c5bc6e1506043cc1cbfe99,101.950000000000000000,REQUESTED,
0x38a85222f42c914d80c7ac66a5546ae950616a9b,348.650000000000000000,REQUESTED,
0x38bc35592b356c682ecea966534c4e67bfb1e4f4,110.186500000000000000,REQUESTED,
0x38f0b1b8adf0d74e01bea6dbd181fe9a7294ea41,102.259100000000000000,REQUESTED,
0x395fc7be7d8e15dc27d2d8df35b09b7f5db00a3c,165.833000000000000000,REQUESTED,
0x3992ddac4152e28e1b5abde30320e460ae31eb86,348.636000000000000000,REQUESTED,
0x39bc746d15aa520987f412e6f6ccdefe30c8b8af,110.159200000000000000,REQUESTED,
0x3a3c356a3045ba5b9a05d1e0e9ebc71c015c213e,102.243600000000000000,REQUESTED,
0x3a98b1142e2ffd1801842b9311e2808b6f4cb84e,110.281700000000000000,REQUESTED,
0x3b48a64ee8ad45b0b5c217fdc427e7a9d5c50a7a,110.154200000000000000,REQUESTED,
0x3b9755846e81cea4969723e0fed81ee0d170e35a,102.218000000000000000,REQUESTED,
0x3e8b3e467b52dd6dd166b9f7ad1688701ae5f980,101.932900000000000000,REQUESTED,
0x3f6e1a1b9cf022365d6228017a4f4ecd56967fc1,102.225400000000000000,REQUESTED,
0x3fac128edcf90ebc6234dccefa82bb69307221a8,165.799200000000000000,REQUESTED,
0x400803d8f6941defb359d42e0300af12e9c01cba,102.254900000000000000,REQUESTED,
0x4114748f45d8e087badcd5efbd957552b3770fd8,165.790000000000000000,REQUESTED,
0x42a98adb842ab7d83bbd4136a94c14b67e672949,102.282700000000000000,REQUESTED,
0x42f39c29e62ac4d1ff67451c79c36bb1e493ee93,102.243600000000000000,REQUESTED,
0x42fcfc3443591777e164d6ef9024e2d1a2794d3f,110.229000000000000000,REQUESTED,
0x44cc2ba23206e91c4f7f0d2c64647b924dbe309a,101.922500000000000000,REQUESTED,
0x45255e5e4afad11793b37b77776ceabd0c6ed5ea,101.930200000000000000,REQUESTED,
0x4743d3af3e70432a0f3ed0b6a70b0a171abd9708,101.921100000000000000,REQUESTED,
0x47970c3c863e03a49a4a3f28fa6e95e679099051,165.865000000000000000,REQUESTED,
0x47d6d64cbf08ddd2bfaa08f4b58fce92d5cb421a,110.161200000000000000,REQUESTED,
0x47e8661d0ce80df05efbab4c4a6c7fae73eca56b,102.239100000000000000,REQUESTED,
0x48592f2eedd8abcd0be4691615de546e3c1dd014,110.156800000000000000,REQUESTED,
0x48dc1cdd15e2561d865f515c368980d28f5695b9,175.785500000000000000,REQUESTED,
0x48ed33350956013ab908c1b064a5cb0bf81e30ae,110.157800000000000000,REQUESTED,
0x4a094e9fd220b3428058b678315a78679844001f,165.775000000000000000,REQUESTED,
0x4b0cac2a7e4945cec4e9b320f554abfa0be07278,101.921500000000000000,REQUESTED,
0x4bd4196eccd8750043877e7c74537b8ed481e1bc,110.211400000000000000,REQUESTED,
0x4bd4b06b28c916f6dcdaa1ea328da9a3d9b844a5,110.249700000000000000,REQUESTED,
0x4eeda98cd966c356f649bad31833e94990d23f6e,228.188400000000000000,REQUESTED,
0x4f1cb791540c36e3107c1dd98873ff05332c8e34,165.786600000000000000,REQUESTED,
0x513b58a8c14c7edd0556a250907f44179dce11fd,102.251500000000000000,REQUESTED,
0x53a34c66eb0303832ab6ea441670284347265d9b,175.788800000000000000,REQUESTED,
0x53eb26ab9a3ea01128710a68659f0632791b641d,101.897000000000000000,REQUESTED,
0x561e7645cd74b53efcdf2757b98de1f4d277a249,110.202300000000000000,REQUESTED,
0x56aba807470ae233f23f9d4cc176b366b204ecf8,165.691900000000000000,REQUESTED,
0x5a0b2d1e38d89e0ff4e94a86fe10e9bffaf29b69,102.263100000000000000,REQUESTED,
0x5a76f0bbae353adb21faf481dea6f11490b2bacd,348.573000000000000000,REQUESTED,
0x5ab6b407d476dbcf6ad2ddc082e1ffedc815a435,102.292500000000000000,REQUESTED,
0x5addbcd875ac7c6e984ff2328c046a1c2d5baa90,175.730000000000000000,REQUESTED,
0x5bccd017fd666a3a25d878b809ca14dd33a1472c,175.729500000000000000,REQUESTED,
0x5be99a44f5079c706bd9fd3b0161246d55ad6c87,101.900000000000000000,REQUESTED,
0x5c6ba5194f40adae81b5858b2293d93409c86ea0,102.237500000000000000,REQUESTED,
0x5d9d3571055b8d1efd40c5fb96eee7670ce0547c,101.938200000000000000,REQUESTED,
0x5f673b926acc8f4de0fc0e4717c0b28cf37ca1ad,110.300000000000000000,REQUESTED,
0x5f8947f4b8af08d2900e0c79527ff1bf352d1854,102.267200000000000000,REQUESTED,
0x603f57304a5746ae67520112c521dd52e01f2fff,102.270200000000000000,REQUESTED,
0x6236d4a1894b53040c46b7abeea496a8b1d22c60,110.304300000000000000,REQUESTED,
0x6289540a582f5b1722d4de59ad56f74ff5dcafa6,348.630400000000000000,REQUESTED,
0x64177fc7df00fac286d829af8119da87a2e27f06,242.405600000000000000,REQUESTED,
0x647e7aec62b051a9b7f178302f40178569d0c318,348.657300000000000000,REQUESTED,
0x64c7c9642ada517a2a0af65d055e270a553cb5f6,242.444800000000000000,REQUESTED,
0x663971151876335d7060f3c9f1181a57b00e2d51,165.688800000000000000,REQUESTED,
0x67389fb44bbd9b4978da445dd356edf259bb1fbb,165.663000000000000000,REQUESTED,
0x67606dcb5302a349358006876d97754c75df57e7,102.248600000000000000,REQUESTED,
0x6a87d5542093faf045d2724f20d6610276f9acde,102.232600000000000000,REQUESTED,
0x6cb51e3a56265ff064a6695babb4f7fcdc4e7880,101.897000000000000000,REQUESTED,
0x6de605472ce0200caf4a322d7a6e2549c72f6724,110.267400000000000000,REQUESTED,
0x6f9539bf8029b47a440fcfbc21ff5a33f5e55533,110.239700000000000000,REQUESTED,
0x6fb265b71d7f318025a7aeced051d5637052e797,102.295600000000000000,REQUESTED,
0x705c58e00d5d7b0186e84990c03b7d760d3c6f69,110.278000000000000000,REQUESTED,
0x72386cc3e87c690cfe1ebe131bdb22a00ac7fc6b,175.776600000000000000,REQUESTED,
0x72396e897f2bf9af4310698a23058b3f0225be43,110.300000000000000000,REQUESTED,
0x72c9bebe6130bfb4ccab56c3d824fa9412667d09,110.151300000000000000,REQUESTED,
0x73a17ac621e9b8c38d177cbb26d50b8624d31d18,101.897000000000000000,REQUESTED,
0x74f4e78868cb11eb964390ca6af4c536d0014f9e,110.195700000000000000,REQUESTED,
0x7532cd931815949a74dfa2d1c19c8d26adcee52b,242.385500000000000000,REQUESTED,
0x75ec98e6e3cc1a3a069cbe14b838720dc46144b5,102.246800000000000000,REQUESTED,
0x767597aa60bca4b6ccacabb46e7c1479a98947d2,165.800000000000000000,REQUESTED,
0x77149a9a5c889ae139f3e94bf122d63e440c4730,175.722400000000000000,REQUESTED,
0x78a0dbae606cb9b781b740e4c570971afdf82d32,165.706100000000000000,REQUESTED,
0x78dd239e967f846b3a8a7770092da04387bc1e96,101.924900000000000000,REQUESTED,
0x798998f1f1a8feec5c8ca7526ec9c8d1d5327d0e,165.625800000000000000,REQUESTED,
0x7bd3a33b8fd55ae4ac54deabb52551431e1e1f4d,102.233600000000000000,REQUESTED,
0x7ce932ea37b5ac4b4f12fff56d4a95d73956693d,101.900000000000000000,REQUESTED,
0x7d127283e377f77b1143f12abf283d6bff770ea1,101.897000000000000000,REQUESTED,
0x7d6e85254bb916b3a24411cc5c9fcacc91b5492a,175.779800000000000000,REQUESTED,
0x803cc2cb7d3c3f4d47453f09a5db73bc37b16620,165.743600000000000000,REQUESTED,
0x80c152240ab284e3d6fbb686181213498308138b,102.254000000000000000,REQUESTED,
0x812c4c0997470afe3c3bc34491c9afba2f8e9448,110.196800000000000000,REQUESTED,
0x82486d6db9c797b1a42c4960ab6207e584b0e606,165.700000000000000000,REQUESTED,
0x831daed45646d46f9a223419eb256b255d8e2e3c,165.793500000000000000,REQUESTED,
0x88e334146bbd64da508decf5c011ee4b4fbd77bc,110.181000000000000000,REQUESTED,
0x895491170e50a1a734c73a44afdcdbdcbabdeff3,348.611600000000000000,REQUESTED,
0x89ee2515a9edf5a06a06854c20cf43ea077c3409,101.910000000000000000,REQUESTED,
0x8a5e3322f3f74533a6b45b19582381382df5dc7b,165.860000000000000000,REQUESTED,
0x8c79bdd9314e3efca039cd93dd2a7e86fe9c5dd6,175.780700000000000000,REQUESTED,
0x8e7a19684de8666a059e70f0f4dd4eb00f1f96b2,199.500000000000000000,REQUESTED,
0x8fd66880e85a0bc4e05bdc2301c534ef4d7535aa,165.895000000000000000,REQUESTED,
0x90a173a9ec0ef6aa3906dae37733b429c8d62fa3,199.500000000000000000,REQUESTED,
0x90a1a1aa61b6d4e4ef1b43dba71a75961ead8f10,199.500000000000000000,REQUESTED,
0x916b62cbbbfb54ac5d863b71c3e9eb5d528d15a9,199.500000000000000000,REQUESTED,
0x9204c05804716fa26f4b5e1305900fd958b21fc4,110.186500000000000000,REQUESTED,
0x922a9af0490f8b6ee60170194f2238d8f04604c3,175.798700000000000000,REQUESTED,
0x9325df2449053643476969fbb967364d49e3a73b,199.500000000000000000,REQUESTED,
0x93c87efeb02a3ad8580dffaf7aaaa97f3de07fc6,199.500000000000000000,REQUESTED,
0x947e86c97512bd3754a233f3b1c4531d6def594e,165.624500000000000000,REQUESTED,
0x95d0cdb1f4c302bc7f0598b82f1061d17b479a50,165.882800000000000000,REQUESTED,
0x967d66b117482ee8b9921bf80040fe2ff91690fb,199.500000000000000000,REQUESTED,
0x985ff6e561ece43a1ae3e9f44ea083dee2c6e74d,102.257600000000000000,REQUESTED,
0x98a17dbea36e3f0c6f0ffb4ebce4bf7ce285a25e,165.634200000000000000,REQUESTED,
0x994f791d94e1c7c79a7d58e9ce98bfa3702a5bfc,165.600000000000000000,REQUESTED,
0x995694f43b3e262997062662919d755c572f390f,199.500000000000000000,REQUESTED,
0x9ba827ca0cad8837f77f78e68788339ac1c9fe82,199.500000000000000000,REQUESTED,
0x9d173de7927008d70163ac4d6c2a06e63fbc0823,101.949300000000000000,REQUESTED,
0x9daa88cec1acd5fff6054b80b4c0bc76c0d94f7b,102.261500000000000000,REQUESTED,
0x9dd43a5fe0713a269a5c30792b4f79bd064cb10e,102.254400000000000000,REQUESTED,
0x9f5ecd8e4b26ff664a2fa867810eb44247785142,165.796200000000000000,REQUESTED,
0x9fc392ad28ccdaf946742b4e1153e55b61bed74b,348.617300000000000000,REQUESTED,
0xa034e45510b0bc396652f206f5c96b3b810258d2,101.902700000000000000,REQUESTED,
0xa11a200a32983fe320ef78fa17204b1a607c3918,165.884000000000000000,REQUESTED,
0xa3a498772640b65996f71544caa0750992bf0210,348.563100000000000000,REQUESTED,
0xa4686e094bc03ebf58f09408cd5cacef05117b16,165.811600000000000000,REQUESTED,
0xa5f4a738ce38a3fa689ca8e5c9a632dab2262e46,110.152800000000000000,REQUESTED,
0xa7b276be148ca7e36fb21c57ec3e927034d68117,199.500000000000000000,REQUESTED,
0xa7cee9a45114afb5f1cf6da9710ff172c7b772c5,348.650000000000000000,REQUESTED,
0xa8359bba7175507c2db426e145030574c7da24e2,102.230000000000000000,REQUESTED,
0xa87294ce860618351ed1fde208de3e02988e30ea,101.922000000000000000,REQUESTED,
0xa8a22cc8075c2b8d4edb14ea8e5846eb44d6c081,165.763200000000000000,REQUESTED,
0xaabfb38269906537575541bbac05aa9d2e2b3935,165.790500000000000000,REQUESTED,
0xab8e27971e63fbe063e37386b2172f456e7c1dab,165.656900000000000000,REQUESTED,
0xad7d0b4cd4bba9fb4083e29c1c0446db3b8501de,101.940000000000000000,REQUESTED,
0xad81512cbd22f4c85185ea45abf453498b430f03,199.500000000000000000,REQUESTED,
0xad973501614606b2a330cf9e43109d1d42880cbf,175.722100000000000000,REQUESTED,
0xade3aeacfd041378b7bec20100f14a3868242f74,199.500000000000000000,REQUESTED,
0xae14725f17ddb012fb00e84b05da5174bed1059b,110.250900000000000000,REQUESTED,
0xae6d64fcb1ac77983ca9bb615942d0a45016e293,199.500000000000000000,REQUESTED,
0xaf09162c4421443c1dea4751b06a96667afb2884,110.193300000000000000,REQUESTED,
0xaf507c357a0c3611ad56b97f5046b1e98b3509e3,101.897000000000000000,REQUESTED,
0xb11ce555ac4542825822f729deca6beb7eea25ec,199.500000000000000000,REQUESTED,
0xb1d3010e1034137fbba19074260d1564a0eea14f,101.900000000000000000,REQUESTED,
0xb1ef18bfb8b0f91839cbce20afeb221560e0e3b2,102.234200000000000000,REQUESTED,
0xb26d7db19c9c3a41ba4f33483f23360ed7e1689a,165.733000000000000000,REQUESTED,
0xb273fcc3a9240c2f16faf84a10a782cdb62372ec,199.500000000000000000,REQUESTED,
0xb46c6a12f947b5c0a6bfa6b1cd75b9965cc36790,199.500000000000000000,REQUESTED,
0xb567d2ee1f4a654119b56dc147973a610a51cb41,101.951600000000000000,REQUESTED,
0xb6f37412a2283ce695371662a8142d6bf867abfd,175.773600000000000000,REQUESTED,
0xb75284330f315c2677ef391453fec7d401508afd,199.500000000000000000,REQUESTED,
0xb7e52627f8197ae6b5df9c07f51f820ae269dcac,175.761800000000000000,REQUESTED,
0xb804cd4d390085ddfb0efabd3de1003994a6b3db,348.570100000000000000,REQUESTED,
0xb825651f21989277d95798aab075380f353424ff,242.391000000000000000,REQUESTED,
0xba03c6ca8644a97339ca4d369497d21710d529fb,165.877300000000000000,REQUESTED,
0xbaec54c573c9effdf3fd1bff6085c9b513b80ddc,199.500000000000000000,REQUESTED,
0xbb9990293f8a5ca233aa4791079d179dc6bf7cf3,101.946600000000000000,REQUESTED,
0xbbe9681bc30a8154522a18e6d6d01f0da84cf04b,199.500000000000000000,REQUESTED,
0xbc07191b8fe3865bc2e69126110448b6550e08f6,199.500000000000000000,REQUESTED,
0xbdfbf28ea962e33e947608a5d7d3c41d7b3e0c66,101.916000000000000000,REQUESTED,
0xbf5cc53d83fe1eab542a8f01b92d42f8b0b321b8,101.910000000000000000,REQUESTED,
0xbf79255a35e2de5183e77a1973f3b09607d760c8,165.768400000000000000,REQUESTED,
0xbf8f88bed5e08830e8e597e5fa9aea197b86555d,110.216400000000000000,REQUESTED,
0xbfe2c29c3e4b6b39bfef1308375daeda443ce679,102.238800000000000000,REQUESTED,
0xc22f490d351d9adb6f0c6ba80fb6e72f1d860131,199.500000000000000000,REQUESTED,
0xc23676b836c897e9f5bec5821eadf0bf440ea35f,199.500000000000000000,REQUESTED,
0xc99ce281d16bce17dccb1ae5752dcfe17645fdb0,102.257800000000000000,REQUESTED,
0xccd51cf9e469e99857467d8b11f9b8ea04b6f9e6,102.279400000000000000,REQUESTED,
0xcd0652a550d30a0973d2e97fb079cfccb7836c87,102.287100000000000000,REQUESTED,
0xcd1c873c398fc83d1497176c342cd4bcf2714e24,348.650000000000000000,REQUESTED,
0xce319356576cb0bb9d2b18f0f01de2fff868091e,110.220000000000000000,REQUESTED,
0xce6858413cad716d7cbfdafe3e37f04501f2cb5f,110.273400000000000000,REQUESTED,
0xcefadf698b075d89caa4122efdd5129a8982295a,101.931600000000000000,REQUESTED,
0xcfec74d1be1826fc4be7b03e616bb4b888f76abd,102.275000000000000000,REQUESTED,
0xd34b2871513bb78cd65015c9595cacb756a76bd4,102.287400000000000000,REQUESTED,
0xd42263d64b4f0712ba1bacd0f62382bdc50cb28a,348.551000000000000000,REQUESTED,
0xd46ff2bffc2438fa64be098238099fde12ae3754,101.929700000000000000,REQUESTED,
0xd4d9b42012bc412d6296673fea460a06513de239,102.250000000000000000,REQUESTED,
0xd50dc03025a4c4e2ab1c14f731388c7ba53b546b,242.447900000000000000,REQUESTED,
0xd58071b83ea90b9f8b6da620d692543d6b58a874,102.223200000000000000,REQUESTED,
0xd60152ff2cb34be8d917f78a975fb434f2455d97,110.238000000000000000,REQUESTED,
0xd6e687ec57a840684f3b1b96b396427ef1e3ac81,165.863100000000000000,REQUESTED,
0xd76b3d2d8fcefe1fe0a81ec2ffa29451f104abca,101.945600000000000000,REQUESTED,
0xd7ccd9484796b8d1fb5be7104a48f67f489e3646,102.290000000000000000,REQUESTED,
0xd84c72a0340f40d41715cab161ffcdb778c3c504,110.189000000000000000,REQUESTED,
0xd8512d1828cb80d95d0709441126424f07105141,102.218700000000000000,REQUESTED,
0xdd082833b5350814ff2aa5bd9422e5f43ebab1b8,102.228200000000000000,REQUESTED,
0xdd51e9dd9d7615823c997fe6615a93b3a58d55e8,102.269100000000000000,REQUESTED,
0xdd803dc6522b34634d3dc384c345238b6667f294,165.820000000000000000,REQUESTED,
0xdd8164dfe477181cdf39bccbe224c62f4035a3ab,348.577700000000000000,REQUESTED,
0xddec26130ee08fcae8c5f8e4c0e36a7e83ebe8f9,110.193500000000000000,REQUESTED,
0xde7b54d6b36aa8d9ced97b9e0cb68e47e34dee34,101.933300000000000000,REQUESTED,
0xe0cbfb7de2dddb14caf9a707043198a5b43fa2d5,110.285900000000000000,REQUESTED,
0xe39d1d56f6f84151166c3ebe02212d39ae6a43ae,165.870000000000000000,REQUESTED,
0xe62e9d7311b284e51f4fa6d8f96745c450d83f5d,110.263000000000000000,REQUESTED,
0xe6f813693172c0f385cfef57037553657b7cc859,110.309100000000000000,REQUESTED,
0xe8b53700f1165e6bee060e0b51b1da2c318b76f5,110.223100000000000000,REQUESTED,
0xe8bfa24b63402a174b4e0b449e1b5f2d0364a8e3,101.933000000000000000,REQUESTED,
0xe9a1a107fe5fd798417e4f60478de2e0acc87966,175.736200000000000000,REQUESTED,
0xea75a5f8a527df8e33394e7eb8c8e329cad0304d,101.900000000000000000,REQUESTED,
0xeaefaa2ef75c203c1a44889a364941248cb5acb4,165.697800000000000000,REQUESTED,
0xec7e7760da3e9fa41805d7f8c3a7938d0f37f716,102.220600000000000000,REQUESTED,
0xed8454b2b5a504910fb7454e9f00578fdc91cc36,175.800000000000000000,REQUESTED,
0xf12e047c853cc5010547b257ee7cab5352d192f5,165.827500000000000000,REQUESTED,
0xf17a2aa8cf9eeff4945f3529676967cc298c612b,165.598700000000000000,REQUESTED,
0xf18adef5c6b6b935ba244b9e04ef0f1191391b05,165.793600000000000000,REQUESTED,
0xf2780c61273a89388ca427c1503269362adfe9d2,102.228400000000000000,REQUESTED,
0xf459ca7c6520905e5cd2ed5e6dabef2ae397ed93,165.814000000000000000,REQUESTED,
0xf54bf8227d38673fefbe213656d397eea9ab3b33,101.900000000000000000,REQUESTED,
0xf73b739854331d09e62d0c1545b07b5e91239e1e,101.898000000000000000,REQUESTED,
0xf9aad50d705ef66b7c930fd429546ae310b2342f,110.289000000000000000,REQUESTED,
0xfa6dc8627fd09a62318294eabda1786bfb2d7f80,102.280000000000000000,REQUESTED,
0xfcca2bd5b0290d98913cb45c934d17b1c292bf52,101.897000000000000000,REQUESTED,
0xfd260b79003914c923a3c356bbf3764ea3221588,165.692700000000000000,REQUESTED,
0xff31d4f001c576b11b99f50f942a7df68ff641c1,242.419200000000000000,REQUESTED,
0xff9b3751e3769a5deb6faa19b1f9e391ff6e3b89,165.750100000000000000,REQUESTED,